Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Experienced a headache?,true,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Took a melatonin supplement?,false,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Experienced loneliness?,false,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Practiced contrast therapy (hot/cold)?,false,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Ate an evening snack?,true,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Ate an afternoon snack?,true,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Ate a morning snack?,false,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Had a nightmare?,false,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Faced challenges?,true,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Spent time in a hot tub?,false,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Ate all your meals during daylight hours?,false,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Felt depressed or down?,false,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Feel generally positive about the future?,true,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Felt nervous or anxious?,true,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Connected with family and/or friends?,true,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Took creatine?,true,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Felt Irritable?,false,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Consumed added sugar?,true,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Avoided processed foods?,false,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Felt a sense of purpose?,true,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Masturbated?,false,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Used a sauna?,false,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Took an ice bath?,false,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
2026-02-28 00:27:07,2026-02-28 22:59:07,UTC-05:00,Feeling sick or ill?,false,"☀️ prepared really well for the fight. Had a really nice coffee with Owen Miller, got an abbreviated Friday workout in, had a good goodbye to Neurable. Felt that I performed well in the fight and really enjoyed watching the rest of fights with Millar and Dasan
☁️ stayed up a bit too late snacking after being on a high from the fight. Wasn’t as attentive to my teammates fights after I thought because I was focused on talking to Millar and Dasan
🎯 enjoy the start up, networking event, get some applications done, rest"
